ID;role;research_role;research_role_ifother;country;field;ArtsHumanities;EngineeringTechnology;Law;LifeSciences;Medicine;PhysicalSciences;SocialSciencesEconomics;firstpub;imp_dev;supportOA;supportOS;tool_access_author;tool_access_deepdyve;tool_access_institutional;tool_access_oabutton;tool_access_other;tool_access_other_orig;tool_access_ppv;tool_access_res4life;tool_access_resgate;tool_alert_browzine;tool_alert_f1000;tool_alert_gs;tool_alert_mendeley;tool_alert_other;tool_alert_other_orig;tool_alert_resgate;tool_alert_sparrho;tool_alert_toc;tool_analysis_dhbox;tool_analysis_excel;tool_analysis_ipython;tool_analysis_matlab;tool_analysis_other;tool_analysis_other_orig;tool_analysis_r;tool_analysis_ropen;tool_analysis_spss;tool_archcode_bitbucket;tool_archcode_dataverse;tool_archcode_dryad;tool_archcode_figshare;tool_archcode_github;tool_archcode_other;tool_archcode_other_orig;tool_archcode_pangaea;tool_archcode_zenodo;tool_archpres_f1000;tool_archpres_figshare;tool_archpres_other;tool_archpres_other_orig;tool_archpres_slideshare;tool_archpres_sop;tool_archpres_speakerdeck;tool_archpres_vimeo;tool_archpres_zenodo;tool_archpub_arxiv;tool_archpub_bioRxiv;tool_archpub_institrepo;tool_archpub_isharewp;tool_archpub_other;tool_archpub_other_orig;tool_archpub_pubmed;tool_archpub_resgate;tool_archpub_ssrn;tool_impact_altmet;tool_impact_hpop;tool_impact_is;tool_impact_jcr;tool_impact_other;tool_impact_other_orig;tool_impact_plos;tool_impact_scopus;tool_impact_wos;tool_pop_famelab;tool_pop_kudos;tool_pop_other;tool_pop_other_orig;tool_pop_pos;tool_pop_resblog;tool_pop_twit;tool_pop_wiki;tool_pop_wordpress;tool_profile_academia;tool_profile_gsc;tool_profile_instit;tool_profile_msw;tool_profile_orcid;tool_profile_other;tool_profile_other_orig;tool_profile_resgate;tool_profile_resid;tool_pub_dataj;tool_pub_f1000;tool_pub_megaoa;tool_pub_megatrad;tool_pub_other;tool_pub_other_orig;tool_pub_topicoa;tool_pub_topictrad;tool_pub_winnower;tool_read_acro;tool_read_html;tool_read_hypothesis;tool_read_iannotate;tool_read_mendeley;tool_read_other;tool_read_other_orig;tool_read_readcube;tool_read_utopia;tool_ref_citavi;tool_ref_endnote;tool_ref_mendeley;tool_ref_other;tool_ref_other_orig;tool_ref_papers;tool_ref_refme;tool_ref_refworks;tool_ref_zotero;tool_review_ak;tool_review_other;tool_review_other_orig;tool_review_papercritic;tool_review_pos;tool_review_publons;tool_review_pubmed;tool_review_pubpeer;tool_review_rubriq;tool_search_gs;tool_search_mendeley;tool_search_other_orig;tool_search_paperity;tool_search_pubmed;tool_search_scopus;tool_search_worldcat;tool_search_wos;tool_share_benchfly;tool_share_benchling;tool_share_myexp;tool_share_osf;tool_share_other;tool_share_other_orig;tool_share_protocolonline;tool_share_protocolsio;tool_share_scipro;tool_submit_doaj;tool_submit_jcr;tool_submit_journalysis;tool_submit_other;tool_submit_other_orig;tool_submit_qoam;tool_submit_sci;tool_submit_scopus;tool_submit_sherpa;tool_write_authorea;tool_write_gdocs;tool_write_latex;tool_write_other;tool_write_other_orig;tool_write_overleaf;tool_write_scalar;tool_write_scrivener;tool_write_word
"05ae366bd71e63bbc13f7e7aaea65fe1";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"1991-2000";"";1;1;0;0;1;1;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"06710fcb1ada907835644dfb85a26664";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Multiple";0;0;0;1;1;0;0;"2001-2005";"";1;0;1;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;0;"GraphPad";"graphpad";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;1;1;"";"";1;1;0;1;1;0;0;0;"";"";0;0;0;0;0;"Reference Manager";"reference manager";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"06bf4ab87f1a7e78c1f277a56844be6d";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"before 1991";"";1;1;1;0;1;0;"";"";0;0;0;0;0;0;0;"e-mail alert (Pubmed),Journal websites";"Pubmed, Journals";1;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;1;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;1;1;"";"";1;1;0;1;0;0;0;0;"";"";0;0;0;0;0;"";"";0;1;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"08ee42d05c1b7dd01832ad105f14f754";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"2001-2005";"open access";1;0;0;0;1;0;"";"";0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;0;"SAS,Mplus";"SAS, Mplus";1;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;0;0;"";"";1;0;0;0;0;0;"";"various";1;1;0;1;1;0;0;1;"";"";0;0;0;0;1;"Reference Manager";"Reference Manager";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;1;0;"Impact Factors";"IF";0;0;0;0;0;0;0;"";"";0;0;0;1
"090911b94d64c6d06af796b68570acb4";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Law";0;0;1;0;0;0;0;"2001-2005";"Internationalisering";1;1;1;0;1;0;"";"";0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;1;0;1;"LinkedIn";"LinkedIn";0;1;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;1;0;0;0;0;"";"";1;0;0;0;0;0;"";"";0;1;0;1;0;0;1;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"091233f1d11280a1d5631562c24228e7";"PhD student";"PhD student";"";"Germany";"Multiple";0;1;0;0;1;0;1;"I haven't published (yet)";"Collaboration & focus on more societal impact in research";1;1;0;0;1;1;"";"";0;0;1;0;0;1;0;"";"";0;0;0;0;1;0;0;"Atlas.ti";"Atlas.TI";0;0;0;0;0;0;0;0;"Atlas.TI";"Atlas.TI";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"Papers (Mac OS)";"Papers (for Mac)";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;0;0;"";"";1;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"Papers (Mac OS)";"Papers for Mac";0;0;0;0;0;"";"";1;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;1;1;1;0;0;0;0;"Evernote";"Evernote";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"Manuscripts (Mac OS)";"Manuscripts (for Mac)";0;0;1;1
"0962229d65799906f57927cb2f80b4b1";"PhD student";"PhD student";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"2011-2016";"";1;1;1;0;1;0;"";"";1;0;1;0;0;0;0;"e-mail alert (Pubmed)";"PubMed";1;0;0;0;0;0;0;"";"";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;1;0;"";"";1;1;0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;0;0;"";"";1;0;0;0;0;0;"";"";1;1;0;1;1;0;0;1;"";"";0;0;0;0;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;1;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"096a06baa0bc8358a3d62aca4d23f964";"Postdoc";"Postdoc";"";"Netherlands";"Life Sciences";0;0;0;1;0;0;0;"2006-2010";"";1;0;1;0;1;1;"";"";0;0;1;0;0;1;0;"";"";1;0;0;0;1;0;0;"GraphPad";"GraphPad";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;1;0;"";"";0;1;0;0;0;0;1;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;1;1;0;1;"";"";1;1;0;0;0;0;"";"";1;1;0;1;1;0;0;0;"";"";1;0;0;1;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"Researchgate";0;1;0;0;1;0;0;0;0;"OneNote,Wiki";"OneNote, Wiki";0;0;0;0;1;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"09791439497fa0b9bed50c40418bcebc";"PhD student";"PhD student";"";"Netherlands";"Multiple";0;0;1;0;0;0;1;"2011-2016";"Review of articles";1;1;0;0;1;0;"";"";0;0;1;0;0;1;0;"";"";1;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";1;0;0;0;1;1;"";"";1;0;0;1;0;0;0;0;"";"";0;0;0;1;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;0;0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"09c2fc54a84d877e50e710ec7b6b64bc";"Postdoc";"Postdoc";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"2006-2010";"";1;1;0;0;1;1;"";"";1;0;1;0;0;0;0;"e-mail alert (Pubmed)";"puimde";0;0;1;0;1;0;0;"Numbers (Mac OS)";"numbers";1;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;1;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;0;1;0;0;"";"";1;0;0;0;0;0;"";"";0;1;0;1;1;0;0;1;"Preview (Mac OS)";"mac viewer";0;0;0;0;1;"";"";0;0;0;1;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;1;"Libre Office";"libreoffice";0;0;0;1
"09fc76668a0eb6cae63f81f7eabab274";"PhD student";"PhD student";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"I haven't published (yet)";"open access";1;1;0;0;1;0;"Google For PDF,Author Websites";"google (often able to find pdf, for example on authors website)";0;0;1;0;0;1;0;"";"";0;0;0;0;1;0;0;"Mplus,Stata";"Mplus
Stata";0;1;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;1;0;1;0;1;0;0;0;"";"";0;0;0;0;0;0;"";"";0;1;0;1;1;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;0;0;1;0;0;0;0;"";"";0;0;0;0;0;0;"";"";0;0;0;0;0;0;0;"";"";0;0;0;1
"0aa738da7a5467e7f331324f42db6fc7";"Librarian";"Librarian";"";"Netherlands";"arts and Humanities";1;0;0;0;0;0;0;"before 1991";"";-1;1;0;0;1;1;"";"";1;0;0;1;0;1;0;"";"";0;0;1;0;1;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;1;0;"";"";0;0;0;1;0;0;1;"";"";0;1;0;0;0;"";"";0;0;0;1;1;1;1;0;0;0;"";"";0;0;0;0;0;0;"";"";1;1;0;1;1;0;0;0;"";"";0;0;0;1;1;"";"";0;0;1;0;0;"";"";0;0;0;0;0;0;1;0;"";0;1;1;1;1;0;0;0;0;"";"";0;0;0;1;1;0;"";"";0;0;1;0;0;1;0;"";"";0;0;0;1
"0b1d39a3f3fb6a84a143c7eeae879ff7";"PhD student";"PhD student";"";"Netherlands";"Medicine";0;0;0;0;1;0;0;"2011-2016";"Sharing open database";1;1;1;0;1;1;"";"";1;0;1;0;0;0;0;"Academia.edu,e-mail alert (Web of Science)";"Academia, Web of Science";1;0;0;0;1;0;0;"Stata";"Stata";1;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"ResearcherID,ORCID,Academia.edu";"ResearcherID, ORCID, Academia";0;1;0;1;0;0;1;"";"";0;0;1;0;0;"Facebook,LinkedIn,Google+";"Facebook, Linkedin, Google+";0;0;1;0;1;1;1;0;0;1;"";"";1;1;0;0;0;0;"";"";0;0;0;1;0;0;0;1;"Preview (Mac OS)";"Preview (Mac app)";0;0;0;1;1;"";"";0;0;0;0;0;"";"";0;0;0;0;0;0;1;1;"";0;1;0;0;1;0;0;0;0;"";"";0;0;0;0;1;0;"";"";0;0;0;0;0;1;0;"";"";0;0;0;1
"0b28122a5aaca1b17fc6043376295e4e";"Librarian";"Librarian";"";"Netherlands";"Multiple";0;0;0;1;1;0;0;"before 1991";"Open access , open data, altmetrics";1;1;0;0;1;0;"";"";0;0;1;0;0;0;0;"e-mail alert (Pubmed)";"PubMed Alert";1;0;1;0;0;0;0;"";"";0;0;0;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;0;0;"";"";0;1;0;0;0;0;1;"";"";0;0;1;0;0;"";"";0;0;0;0;1;0;0;0;0;1;"";"";1;0;0;0;1;1;"";"";1;1;0;1;1;0;0;0;"";"";0;0;0;0;0;"Reference Manager";"Reference Manager";0;0;0;0;0;"";"";0;0;0;0;0;0;1;0;"Embase , PsycINFO, Cochrane Library, Sportdiscus, CINAHL, ERIC";0;1;0;0;1;0;0;0;0;"";"";0;0;0;1;1;0;"";"";0;0;0;1;0;0;0;"Reference Manager";"Reference Manager";0;0;0;1
"0b2bfc6260ef0a7ab24887436ad7065a";"Professor / Associate professor / Assistant professor";"Professor / Associate professor / Assistant professor";"";"Netherlands";"Social Sciences and Economics";0;0;0;0;0;0;1;"2006-2010";"Open access, open science";1;1;1;0;1;0;"";"";0;0;1;0;0;1;0;"";"";1;0;1;0;1;0;0;"NVivo";"QSR Nvivo";0;0;1;0;0;0;0;0;"";"";0;0;0;0;"";"";0;0;0;0;0;0;0;1;0;"";"";0;1;1;0;1;0;1;"Eigenfactor.org,Google Scholar profile metrics";"Eigenfactor.org, Google scholar";0;0;0;0;0;"Newspapers";"Column in newspaper";0;0;1;1;0;1;1;0;0;0;"";"";1;0;0;0;0;1;"";"";1;1;0;1;1;0;0;0;"Zotero";"Zotero";0;0;0;0;0;"";"";0;0;0;1;0;"";"";0;0;0;0;0;0;1;0;"Proquest Abi/inform";0;0;0;0;0;0;0;0;0;"Google Drive,Dropbox";"Google Drive, Dropbox";0;0;0;0;1;0;"Eigenfactor";"Eigenfactor.org";0;0;0;0;0;1;0;"";"";0;0;0;1
